# id|name|slot|value|gold|xp|flags|requirements|rewards|accept_requirements
923|Salon Quality Shampoo|-1|0|150|150||6617:6:1:Cactus Oil,6618:7:1:Sand Flower||
924|What’s for Desert?|-1|0|150|150||6618:13:1:Sand Flower,6619:3:1:Prickly Pear||
925|Porter-Inn Steaks|-1|0|150|150||6620:7:1:Palm Plant Frond,6621:8:1:Robust Camel Steak||
926|Delectable Desert Desserts|-1|0|600|600|U|6624:7:1:Cactus Fig,6622:5:1:Pot of Honey,6623:4:1:Powdered Snow Sugar||
927|Oil Spills|-1|0|500|700|U|6625:8:1:Corn Oil,6626:5:1:River Fishman Oil,6627:3:1:Bupers Camel Lard||
928|The Scarab Sandwich|-1|0|900|800|U|6611:8:1:Pile of Sand,6628:10:1:Dried Scarab,6629:1:1:Dark Witch's Pointy Hat||
929|Lore Style Surf and Turf|-1|0|700|600|U|6667:1:1:Nessie Seared Steak,6668:1:1:Rock Lobster Tail,6669:1:1:Twisted Tooth Strip Steak,6670:1:1:Grizzly Bear Prime Rib||
930|Sandport and Starboard|36|1|200|200|O|6674:1:1:Sandsea Port Explored||
931|Shark Diving|36|2|250|250|O|6683:8:1:Sandshark Tooth||
932|Thieving Cut Throats|36|3|300|300|O|6684:10:1:Robbed Tomb Robber||
933|Lost and Found|36|4|350|350|O|6685:14:1:Precious Sandsea Relic||
934|Sell-Sword Sell-Outs|36|5|5000|10000|O|29373:1:1:Horc Sell-Swords Defeated,6686:3:1:Horc Sell-Swords Defeated||
935|The Portal Puzzle|24|9|0|0||6700:1:1:Rune Portal Unlocked||
936|Best Fiends Forever|24|10|500|200||6701:8:1:Crystal Skelly Bone||
937|Crystal Encores|24|11|550|250||6702:12:1:Crystal Core||
938|Fishin' for Jellys|24|12|550|300||6703:1:1:Captured Crystallized Jellyfish||
939|Soul Searching|24|13|5000|5000||6704:1:1:Bone Terror Soul,6705:1:1:Undead Champion Soul,6706:1:1:Jellyfish Soul|6697:75:0:Undead Essence,6699:10:0:Cavern Celestite|
940|Agree to help Ethan|37|1|50|50|O|||
941|Clues for the Clueless|37|2|100|100|O|6764:10:1:Oooh a Clue||
942|Laundry Day|37|3|150|150|O|6765:8:1:Quarter||
943|Strategy Guides are Key|37|4|200|200|O|6766:1:1:Storage Room Key||
944|Investigate the Storage Room|37|5|200|200|O|6767:1:1:Storage Room Investigated||
945|Inventory In Your Inventory|37|6|300|300|O|6768:10:1:Inventory Counted||
946|Sneevil Sabotage|37|7|350|350|O|6778:12:1:Defeated Sneevil||
947|A Bribe for the Bride|37|8|400|400|O|6779:12:1:Snapper Shrub Flower||
948|Hey There Lie-lah|37|9|400|400|O|6780:1:1:Found Lilah||
950|Fuel for Fought|37|10|500|500|O|6781:8:1:Holy Soda Bottle||
951|In Ctrl of Controllers|37|11|600|600|O|6782:10:1:Controller Charger||
952|To Form a Platform|37|12|600|600|O|6784:10:1:Platformer Essence||
953|The Infamous Plumber|37|13|800|800|O|6786:1:1:Winter-een-mas Crown||
954|Crafting the Emblem of Longevity|-1|0|350|350||6832:5:1:Water Amulet,6831:5:1:Icy Amulet|6839:1:0:Emblem of Longevity|
955|The Black Tortoise's Spirit|-1|0|150|150||6843:1:1:Freed Black Tortoise Spirit|6818:1:0:Lucky Red Envelope,6824:1:0:Luckier Red Envelope,6825:1:0:Super Lucky Red Envelope,6839:10:0:Emblem of Longevity|6839:0:0:Emblem of Longevity
956|Crafting the Emblem of Righteousness|-1|0|350|350||6833:4:1:Metal Amulet,6834:6:1:Wind Amulet|6840:1:0:Emblem of Righteousness|
957|The White Tiger's Spirit|-1|0|150|150||6844:1:1:Freed White Tiger Spirit|6818:1:0:Lucky Red Envelope,6824:1:0:Luckier Red Envelope,6825:1:0:Super Lucky Red Envelope,6840:10:0:Emblem of Righteousness|6840:0:0:Emblem of Righteousness
958|Crafting the Emblem of Knowledge|-1|0|350|350||6836:3:1:Red Amulet,6835:7:1:Fiery Amulet|6841:1:0:Emblem of Knowledge|
959|The Red Bird's Spirit|-1|0|150|150||6845:1:1:Freed Red Bird Spirit|6818:1:0:Lucky Red Envelope,6824:1:0:Luckier Red Envelope,6825:1:0:Super Lucky Red Envelope,6841:10:0:Emblem of Knowledge|6841:0:0:Emblem of Knowledge
960|Crafting the Emblem of Good Luck|-1|0|350|350||6837:5:1:Aqua Amulet,6838:5:1:Amulet of Rain|6842:1:0:Emblem of Good Luck|
961|The Blue Dragon's Spirit|-1|0|150|150||6846:1:1:Freed Blue Dragon Spirit|6818:1:0:Lucky Red Envelope,6824:1:0:Luckier Red Envelope,6825:1:0:Super Lucky Red Envelope,6842:10:0:Emblem of Good Luck|6840:0:0:Emblem of Righteousness,6841:0:0:Emblem of Knowledge,6842:0:0:Emblem of Good Luck,6839:0:0:Emblem of Longevity
962|Go Fetch!|-1|0|250|200||7056:1:1:Dogear's Ears,7057:1:1:Blightfang's Rawhide,7055:3:1:Dire Wolf Pelt|7084:1:0:Dog Dude Statue|
963| A Fowl Costume Change|-1|0|350|300||7058:3:1:Vulture Man Feathers,7059:2:1:Karasu Wing,7060:2:1:Vultragon Talons,7061:1:1:Vultragon Beak|7085:1:0:Vile Vulture Statue|7084:0:0:Dog Dude Statue
964|After a While… |-1|0|450|400||7064:3:1:GreenGuard Basilisk Scale,7065:1:1:Swamp Frogdrake Tail,7062:1:1:Sandshark Jaw,7063:3:1:Cave Lizard Hide|7086:1:0:Gatorguy Statue|7085:0:0:Vile Vulture Statue
965|Who You Callin’ a ChickenMan?|-1|0|550|500||7075:1:1:Rock Roc Beak,6116:1:0:Great Astral Wings,7077:4:1:Farm-Raised Chaos Egg,7076:6:1:Tasty Acornent|7087:1:0:Chickenman Statue|7086:0:0:Gatorguy Statue
966|Solar Powered Wind Burning Air Conditioning Stove|-1|0|700|600||7078:1:1:FlameWheel,7079:1:1:Photosynthesis Gene,7080:1:1:Backup Turbine,7081:5:1:Glowing Ice Orb,7082:3:1:Scrap Wood Pile,7083:4:1:Rock Lobster Boulder|7119:1:0:Solar Powered Wind Burning Air Conditioning Stove|7087:0:0:Chickenman Statue
967|Sacred Scarabs|36|6|500|500|O|6923:8:1:Golden Scarab Shell||
968|A Noob is Guard|36|7|600|600|O|6924:10:1:Freed Anubis Spirit||
969|Bandaged Aids|36|8|650|650|O|6925:7:1:Triple Ply Mummy Wrap||
970|Keys to the Royal Chamber|36|9|700|700|O|6926:4:1:Pharaoh Key Fragment||
971|Confront Duat|36|10|5000|10000|O|6927:1:1:Sek Duat Confronted||
972|They've Gone Dark|36|11|800|800|O|6965:8:1:Dark Medallion||
973|Bad Doggies|36|12|800|800|O|6967:10:1:Hound Defeated||
974|Essentially Evil|36|13|800|800|O|6966:10:1:Evil Essence||
975|Loose Threads|36|14|800|800|O|6968:6:1:Spider Defeated||
976|Seek The Treasure|36|15|800|800|O|6970:1:1:Chamber Discovered||
977|Dreamsand|36|16|900|900|O|6969:1:1:Dreamsand||
978|I Dream Of...|36|17|5000|10000|O|6971:1:1:Sek-Duat Defeated||
979|Find a Loophole in the Contract|38|1|50|50|O|||
980|Girl Scouts|38|2|100|100|O|6990:1:1:Void Cave Scouted||
982|Defeating the Defenders|38|3|150|150|O|6991:10:1:Jewel Defender Defeated||
983|Picky about Picks|38|4|200|200|O|6992:1:1:Ahzite Pick||
984|Para-GONE Jewel|38|5|300|300|O|6993:1:1:Paragon Jewel Mined||
985|Digging Deeper|38|6|350|350|O|6994:5:1:Pitfall Dug||
986|Ghastplasm is a Blast|38|7|400|400|O|6995:12:1:Ghastplasm||
987|Aghast over Ghastplasm|38|8|450|450|O|6996:6:1:Void Fog||
988|Ab-ducts-tion|38|9|500|500|O|6997:6:1:Void Larvae Duct||
989|Ducts Crossing|38|10|550|550|O|6998:6:1:Void Duct Placed||
990|Scout Out the Void Giant|38|11|600|600|O|6999:1:1:Void Giant Discovered||
991|Component Competitors|38|12|650|650|O|7000:4:1:Void Elemental Spell Component||
992|And more Component Competitors|38|13|700|700|O|7001:4:1:Void Larvae Spell Component||
993|Brandishing the Banishing Stones|38|14|750|750|O|7002:4:1:Banishing Stone Placed||
994|Stall the Void Giant|38|15|1000|1000|O|7003:1:1:Void Giant Confronted||
995|Sandsational Castle|36|18|900|900|O|7142:1:1:Sand Castle Explored||
996|Furry Fury|36|19|900|900|O|7143:10:1:War Hyena Pelt||
997|Keeping Secrets Under Wraps|36|20|900|900|O|7144:1:1:Zahart's Plans||
998|Gem Jam|36|21|950|950|O|7145:5:1:Gate Gem||
999|Enter the Sphinx|36|22|5000|10000|O|7146:1:1:Sphinx Defeated||
1000|Unlamented Lamia|36|23|1000|1000|O|7177:10:1:Lamia Snakeskin||
1001|E-vase-ive Measures|36|24|1000|1000|O|7178:5:1:Freed Air Djinn||
1002|Tri-hump-hant Camels|36|25|1000|1000|O|7179:7:1:Hump of Clay||
1003|I Don't Mean to Harp On It...|36|26|1000|1500|O|7180:10:1:Harpy Feather||
1004|In-djinn-ious Solution|36|27|1000|1500|O|7181:5:1:Portal Mist Placed||
1005|Chaos Lord Tibicenas|36|28|5000|10000|O|7182:1:1:Defeated Tibicenas||
1006|Steamed Punks|-1|0|150|150|U|7279:3:1:Cannonballs||
1007|The Mind Goggles|-1|0|300|300|U|7280:12:1:Bag of Sand,7301:7:1:SteamOcto Tentacle||
1008|Jules' Rules of Cool|-1|0|200|200|U|7277:5:1:Draconian Leather,7274:5:1:Harpy Tail Feathers||
1009|Warlord of the Hair|-1|0|200|200|U|7278:10:1:Powdered Bronze Coating||
1010|Propeller Seller|-1|0|200|200|U|7267:9:1:Pirate Blade||
1011|Pet-ty Plumbing Problems|-1|0|300|300|U|7474:1:1:Bronze Washer,7271:12:1:Steampipes||
1012|Dogs and Cogs|-1|0|200|200|U|7272:6:1:Treeant Branch,7273:4:1:Squeaky SteamOcto Toy||
1013|SteamOcto Ahoy!|-1|0|200|200|U|7275:8:1:Tamed OctoSpy||
1014|Wells' Embargo|-1|0|500|500|U|7268:7:1:Sky Pirate Claw,7300:5:1:SteamOcto Tentacle||
1015|Fullmetal Financier|-1|0|300|300|U|7276:5:1:Gold Nuggets,7270:5:1:Gold Nuggets||
1016|All Steamed Up|-1|0|500|500|U|7264:5:1:Beaker of Air,7263:5:1:Bucket of Water||
1017|Let's Get Magi-Technical|-1|0|500|500|U|7265:5:1:Mana Essence,7266:7:1:Turbine||
1018|Terrorkind Destroyer|-1|0|25|25||7316:5:1:Terrorkind Destroyer Medal||
1019|Mega Terrorkind Destroyer|-1|0|30|30||7317:1:1:Mega Terrorkind Destroyer Medal||
1020|Up to the Highest Heights|39|1|50|50|UO|7336:1:1:Vertigo's Heights Explored||
1021|High-sterical|39|2|100|100|UO|7337:6:1:Fear Muncher Teeth,7338:4:1:Banshee Wail||
1022|Elevation Sensation|39|3|150|150|UO|7340:5:1:Elevated Fiend,7339:5:1:Elevated Banshee||
1023|Altitude Adjustment|39|4|200|200|UO|7341:3:1:Re-adjusted Fiend,7342:5:1:Re-adjusted Dolly||
1024|Conquer Vertigo|39|5|500|500|UO|7357:1:1:Vertigo Faced||
1025|No Matter How Dark the Night|39|6|300|300|UO|7344:4:1:Beam of Sunlight,7343:5:1:Beam of Sunshine||
1026|The Dark (K)Nights|39|7|350|350|UO|7345:8:1:(K)Night Light||
1027|Something, Something Dark Side|39|8|400|400|UO|7346:6:1:Force-d Light,7347:5:1:Force-d Beam||
1028|One Little Candle|39|9|450|450|UO|7348:10:1:Beaming Candle Placed||
1029|Conquer Nyctox|39|10|600|600|UO|7358:1:1:Nyctox Faced||
1030|Death Be Not Proud|39|11|550|550|UO|7349:1:1:Thanatops' Territory Explored||
1031|What Fear Makes|39|12|600|600|UO|7350:10:1:Demoralized Dolly||
1032|The Little Death|39|13|650|650|UO|7351:8:1:Munched Mind-killer||
1033|Terrify the Terrorkind|39|14|700|700|UO|7353:2:1:Muncher Terrified,7354:3:1:Dolly Terrified,7355:3:1:Banshee Terrified,7356:2:1:Fiend Terrified||
1034|Conquer Thanatops|39|15|750|750|UO|7359:1:1:Thanatops Faced||
1035|Face Fear|39|16|1000|1000|UO|7360:1:1:Fear Defeated||
1036|Reduce, Reuse, Recycle|7|6|300|300||7424:2:1:Pure Fire Essence,7425:2:1:Pure Wind Essence,7426:2:1:Pure Water Essence,7423:2:1:Pure Earth Essence|34798:1:0:Element of Heart|
1037|Go Green like a Boss|7|7|400|400||7427:1:1:Chaorrupted Fire Core,7428:1:1:Chaorrupted Water Core,7429:1:1:Chaorrupted Earth Core,7430:1:1:Chaorrupted Wind Core||
1038|School's Out for the Invasion|34|7|200|200|UO|7477:1:1:Academy Explored||
1039|Chaobold Bullies|34|8|250|250|UO|7487:2:1:Pirate Interrogated,7478:9:1:Chaobold Interrogated,7479:5:1:Academy History Book||
1040|Trip the Traps|34|9|300|300|UO|7480:15:1:Tripwire Sensor Activated||
1041|Wreck the Warder|34|10|350|350|UO|7481:1:1:Imbunche Impeded||
1042|Deady's Return|45|1|100|100|O|||
1043|Exit, Stage Right|45|2|200|200|O|7603:1:1:Saloon Scouted||
1044|The Wedge|45|3|300|300|O|7605:1:1:Rusty Crowbar||
1045|Freedom?|45|4|300|300|O|7604:1:1:Crowbar Snapped||
1046|Other Ideas?!|45|5|400|400|O|7607:1:1:Glowing Dynamite||
1047|Got a Light|45|6|400|400|O|7618:1:1:Single Match||
1048|BADABOOM!|45|7|500|500|O|7617:1:1:KABOOOM!||
1049|Lack of Subtlety|45|8|500|500|O|7608:1:1:Bandit Annihilated||
1050|Look Around|45|9|600|600|O|7609:1:1:Caboose Locked||
1051|Caboose Key|45|10|700|700|O|7610:1:1:Caboose Key||
1052|Slow your Role|45|11|800|800|O|7611:1:1:Speed Slowed||
1053|Slow the Coal|45|12|900|900|O|7612:1:1:Coal Ghoul Confounded||
1054|Laying Traps|45|13|1000|1000|O|7613:12:1:Necrid Net||
1055|Gathering Mats|45|14|1100|1100|O|7614:12:1:Necrid Scraps||
1056|Pirate Hats|45|15|1250|1250|O|7615:9:1:Pirate Hat||
1057|That's a Wrap|45|16|2000|2000|O|7616:1:1:Yoharneth Defeated||
1058|Hard Water|46|1|300|300|O|7552:7:1:Stone Reagent||
1059|Raising the Stakes|46|2|400|400|O|7553:10:1:Breeze Blooms||
1060|Stop! Potion Time.|46|3|500|500|O|7556:1:1:Clock Weights,7555:7:1:Frigid Frogdrake Horn||
1061|Inscrutable Motivation|46|4|100|100||7558:10:1:Random Potion Bottle|7586:1:1:Potion Made!|
1062|Paradise is Not So Nice|46|5|750|750||7560:1:1:Bird of Paradise Defeated||
1063|Victory Most Honorable|-1|0|0|0||7673:10:1:Doomwood Token|7670:1:0:1v1 PvP Trophy|
1064|Bony Battalion|47|2|200|200|O|7676:3:1:Ball of Ectoplasm,7677:4:1:Bonespike Collar,7678:4:1:Distal Fingerbone||
1065|Warrior Rez-queue|47|3|300|300|O|7679:5:1:Warrior Rescued||
1066|Bone-tired Backup|47|4|400|400|O|7734:1:1:Warrior Reinforced||
1067|Reconnaissance Route|47|5|500|500|O|7680:1:1:Path Cleared||
1068|Fight Against Shadowed Light|47|6|600|600|O|7681:1:1:Journal Entry||
1069|Camouflage: Skelly-Style|47|7|700|700|O|7682:5:1:Muncher Mandibles,7683:10:1:Ecto-Coated Cloth Scraps,7684:5:1:Stained Skulls,7685:10:1:Fractured Tibia||
1070|De(ad)ception|47|8|800|800||7686:1:1:Reached Keep,32875:5:1:Light Knight Lifeforce||
1071|Gone But Not Forgotten|47|1|150|150||7674:5:1:Missing Paladin's Sword,7675:3:1:Missing Paladin's Axe||
1072|Hole-y Armor Patching|47|1|300|300||7692:2:1:Ectoplasmic Glue,7693:3:1:Leather Scraps,7694:3:1:Bonespike Nails,7695:2:1:Bark Patch||
1073|Sticking it to the Undead|47|1|250|250||7696:5:1:Weapons-grade Wood,7697:5:1:Handgrip Leather||
1074|Walking Wounded|47|1|300|300||7698:10:1:Bandage Cloths||
1075|Holy Wasabi|47|1|100|100||7700:4:1:Dried Wasabi Powder,7699:1:1:Blessed Water|7710:1:0:Holy Wasabi|
1076|Light Yogurt Ingredients|47|1|250|250||7701:5:1:Bacteria,7702:5:1:Treant Sap||
1077|A Brutal Mistake|47|1|200|200||7704:1:1:Backup Spare Extra Auxiliary Keyring,7703:6:1:Statue Searched||
1078|No Light-hearted Expression|47|1|250|250||7705:7:1:Light Orb Placed,7706:3:1:Undead Lurker Liquidated||
1079|Palladinum Paladin Parts|47|1|75|75||7707:4:1:Beam of Light,7708:2:1:Ectoplasmic Goo,7709:1:1:Vial of Blessed Water||
1080|Lightguard Keep Found|47|1|0|0|O|||
1081|Zorbak's Hideout|47|10|850|850|O|7737:1:1:Hideout Unhidden||
1082|Stink-tuary|47|11|850|850|O|7773:13:1:Stinky Candle Placed||
1083|The Infected|47|12|900|900|O|7940:2:1:Chopper Quarantined,7915:6:1:Slimeskull Quarantined||
1084|Chopping Spree|47|13|1000|1000|O|7916:10:1:Body Part Donation,7935:2:1:Piles o' Parts||
1085|GraveStop The Creature|47|14|1000|1000|O|7917:1:1:Creature Uncreated||
1086|Un-fortune-ate Fountain|47|1|150|150||7918:2:1:Shelleton Shell,7919:2:1:DoomWood Treeant Hard Wood|7920:1:1:Fortune #1,7921:1:1:Fortune #2,7922:1:1:Fortune #3,7923:1:1:Fortune #4,7924:1:1:Fortune #5,7954:1:1:Fortune #6,7955:1:1:Fortune #7,7956:1:1:Fortune #8,7957:1:1:Fortune #9,7958:1:1:Fortune #10|7936:0:0:DoomCoin
1087|ID What You Did There|47|15|1250|1250|O|8005:5:1:Pain-per,8006:5:1:Toxic Goo||
1088|The Ego and the ID|47|16|1250|1250|O|8008:1:1:Tombstone-Tuff (tm) Case,8007:1:1:Nekron CruelPix Camera||
1089|Artix Stopped!|47|9|0|0|O|||
1090|An IDeal Seal|47|17|1500|1500|O|8009:1:1:Seal Components||
1091|Need for Speed (Reading)!|48|1|0|0|O|8013:1:1:Books Read||
1092|Floor 1|48|2|0|0|O|||
1093|Floor 2|48|3|0|0|O|||
1094|Floor 3|48|4|0|0|O|||
1095|Floor 4|48|5|0|0|O|||
1096|Floor 5|48|6|0|0|O|||
1097|Floor 6|48|7|0|0|O|||
1098|Floor 7|48|8|0|0|O|||
1099|Floor 8|48|9|0|0|O|||
1100|Floor 9|48|10|0|0|O|||
1101|Floor 10|48|11|0|0|O|||
1102|Dead-forestation|-1|0|750|750|U|8016:8:1:Soldier's Axe Stilled,8015:7:1:Treant Trunk Toppled||
1103|Ecto-Skeleton Armor-Enabler|-1|0|750|750|U|8017:10:1:Ecto-Orb Reagent||
1104|Banditing Together|34|11|500|500|UO|8032:7:1:Bandit Bashed,8033:8:1:Pirate Pulverized||
1105|Booty Becomes Barrier|34|12|600|600|UO|8034:10:1:Discarded Junk,8035:5:1:Plundered Loot,8036:5:1:Pillaged Plunder,8037:1:1:Town Blockaded||
1106|We Didn't Start the Fire (Oh, Wait...)|34|13|700|700|UO|8040:1:1:Riled Rattlesnake-Spit Accelerant,8041:1:1:Barrier Reinforced,8038:1:1:Battered Old Lighter,8039:1:1:Clean Kerosene Fuel||
1107|Granny's Final Request|34|14|800|800|UO|8042:1:1:Bandit Boss Beaten||
1108|Crag & Bamboozle Battle|-1|0|50000|13000|U|6136:10:0:Gem of Nulgath,15397:1:1:Dark Makai Sigil|6139:1:0:Fighter Crag & Bamboozle|4845:0:0:Crag & Bamboozle
1109|Oblivion Blade of Fighting (Rare)|-1|0|50000|13000|U|6136:10:0:Gem of Nulgath,15396:1:1:Blade Master Rune|6140:1:0:Oblivion Wrath Blade Of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
1110|Fighting Phoenix Blades|-1|0|100000|13000|U|6136:10:0:Gem of Nulgath,15395:1:1:Dark Makai Rune|6143:1:0:Guardian Crystal Phoenix Blade of Nulgath,6144:1:0:Tainted Phoenix Blade of Nulgath|6137:0:0:Crystal Phoenix Blade of Nulgath
1111|The Guardian Taro Blademaster|-1|0|30000|12000|U|6136:10:0:Gem of Nulgath,15395:1:1:Dark Makai Rune|538:1:0:Taro's Manslayer,2189:1:0:Taro Blademaster Guardian|4676:0:0:Purified Claymore of Destiny
1112|Silence is Ghoulden|47|18|1500|1500|O|8385:10:1:Ghoul Silenced||
1113|Ghouls with Gall|47|19|1500|1500|O|8386:5:1:Ghoulstone Placed||
1114|Goals for Ghouls and Other Undead|47|20|1500|1500|O|8387:1:1:Undead Wishes,8388:1:1:Undead Dreams,8389:1:1:Undead Ambitions||
1115|Knee Bone's Connected to the Thigh Bone|47|21|1600|1600|O|8390:6:1:Boneset Bloom||
1116|Hip Bone's Connected to the Back Bone|47|22|1600|1600|O|8392:3:1:Back Bone,8391:3:1:Hip Bone|8418:1:0:Primitive Bone Axe|
1117|Back Bone's Connected to the Neck Bone|47|23|1600|1600|O|8394:3:1:Bonemuncher Collar,8395:7:1:Splint-wood||
1118|Slip 'n Slimes|47|24|1700|1700|O|8396:5:1:Slime-bubble,8397:5:1:Sheet of Slime||
1119|Sl-eye-me|47|25|1700|1700|O|8398:5:1:Smooshed-Slime Eyes||
1120|Bones Over Brawn|47|26|1800|1800|O|8399:6:1:Empty Skull|8417:1:0:Glowing Crown Blade|
1121|Skullaton Shells|47|27|1800|1800|O|8400:3:1:Skull,8401:3:1:Shelleton Shell,8402:3:1:Shelleton Bale Culled|8414:1:0:Necro U Cheerleader,8420:1:0:Skull-Poms|
1122|Oblivion Blade of Fighting|-1|0|50000|13000|U|6136:10:0:Gem of Nulgath,15396:1:1:Blade Master Rune|6140:1:0:Oblivion Wrath Blade Of Nulgath|5373:0:0:Oblivion Blade of Nulgath
1123|Level 1|49|1|500|500|O|8449:5:1:Slimeskull Trophy,8450:5:1:Munched Boneshard,8451:5:1:Shelleton Shrapnel||
1124|Level 2|49|2|500|500|O|8452:6:1:Corrupted Rune,8453:10:1:Necrotic Rune,8454:3:1:Ecto-Covered Rune||
1125|Level 3|49|3|500|500|O|8456:1:1:Haunted Habiliment,8455:1:1:Ghoulish Gear||
1126|Level 4|49|4|500|500|O|8457:8:1:Aether Torch,8458:10:1:Flame Extinguished||
1127|Level 5|49|5|500|500|O|8459:1:1:Auroral Key||
1128|Level 6|49|6|750|750|O|8460:5:1:Masticated Mandible,8461:5:1:Freed Soul||
1129|Level 7|49|7|750|750|O|8462:12:1:Cast-Off Armor||
1130|Level 8|49|8|750|750|O|8464:1:1:Ectoplasmic Orb,8463:1:1:Conflagration Orb||
1131|Level 9|49|9|750|750|O|8465:8:1:Anti-Ghoulstone,8466:10:1:Ghouls Gone||
1132|Level 10|49|10|750|750|O|8467:1:1:Luminous Key||
1133|Level 11|49|11|1000|1000|O|8468:10:1:Benevolence Beacon,8469:10:1:Souls Soothed||
1134|Level 12|49|12|1000|1000|O|8470:1:1:Slime-Soaked Skull,8471:1:1:Ecto-Covered Core||
1135|Level 13|49|13|1000|1000|O|8472:12:1:Aether Orb||
1137|Level 14|49|14|1000|1000|O|8473:15:1:Skull||
1138|Level 15|49|15|1000|1000|O|8474:1:1:Incandescent Key||
1139|Level 16|49|16|1250|1250|O|8475:10:1:Warning Skull||
1140|Level 17|49|17|1250|1250|O|8476:1:1:Spiky Collar,8477:1:1:Vertebrae Trophy||
1141|Level 18|49|18|1250|1250|O|8478:5:1:Tattered Necronomicon,8479:5:1:Scorched Necronomicon||
1142|Level 19|49|19|1250|1250|O|8480:6:1:Bonemuncher Bones,8481:10:1:Screaming Shell-skull,8482:3:1:Grinning Jawbone||
1143|Level 20|49|20|1250|1250|O|8483:1:1:Radiant Key||
1144|Defy the Dracolich|49|21|1500|1500|O|8525:1:0:Temple Key||
1145|Restore the Tome|49|22|1500|1500|O|8485:10:1:Untorn Tome Page||
1146|Recover the Pages|49|23|1500|1500|O|8486:10:1:Restored Tome Page||
1147|Reconstruct the Codex|49|24|1500|1500|O|8487:1:1:Final Tome Page||
1148|Galvanize the Guardian|49|25|2000|2000|O|8490:1:0:Scroll of Cure Petrification||
1151|Minion Morale|-1|0|500|500||8536:15:1:Un-Dead Tag||
1152|Shadowfall is DOOMed|-1|0|500|500||8537:1:1:To Do List of Doom||
1153|Grave-lyn Danger|-1|0|500|500||8538:1:1:Skeleton Key||
1154|Noxious Noxus|47|28|750|750|O|||
1155|CastleMania: Disharmony and Despair|50|1|150|150|O|8615:1:1:Busted Guitar Found||
1156|Stringing Your Enemies Along|50|2|250|250|O|8616:15:1:Guitar String||
1157|Out of Tune(ing Knobs)|50|3|350|350|O|8617:3:1:Tuning Knob,8618:3:1:Box of Tuning Knobs||
1158|Code of Conduct-or|50|4|450|450|O|8619:17:1:Miniature Lightning Rod||
1159|Sending Out an SOS to the World|50|5|550|550|O|8620:20:1:Transmitter Component||
1160|This is FINAL ZAP!|50|6|650|650|O|8621:6:1:Equipment Charged||
1161|Wire You Doing This Again?|50|7|750|750|O|8622:7:1:Spool of Red Wire,8623:10:1:Spool of Blue Wire||
1162|Die, All of You!|50|8|850|850|O|8624:15:1:Missing Dial||
1163|Ample Amps Required|50|9|950|950|O|8625:10:1:Amp Placed||
1164|Upward Over the Mountain|50|10|1000|1000|O|8626:1:1:Mountaintop Reached||
1169|Charging Up!|50|11|1000|1000|O|8627:1:1:Atmosphere Charged||
1170|Vordred Boss!|47|29|0|0|O|||
1171|A Gate and Terrible Monster|28|6|200|200|O|8706:1:1:Gate Unlocked||
1172|I’m on the Hunt, I’m after 58-Sr3 |28|7|250|250|O|8707:1:1:58-Sr3||
1173|Intruder Alert! Intruder Alert!|28|8|300|300|O|15196:1:1:Drone Head|8708:1:0:Auxiliary Clue 4|
1174|Robo-Mutiny means a Bounty! I |-1|0|100|100||8738:10:1:Security Bot Defeated||
1175|Robo-Mutiny means a Bounty! II |-1|0|200|200||8739:100:1:Enhanced Security Bot Defeated||
1176|Robo-Mutiny means a Bounty! III |-1|0|300|300||8740:1000:0:Ultimate Security Bot Defeated||
1177|Mission 3|28|9|150|150|O|8734:1:1:Serpent Scales||
1178|Mission 4|28|10|500|350|O|8735:1:1:Omega Horn||
1179|Fossil Find Fiend|-1|0|150|150|U|8802:10:1:Buried Fossil Found,8803:3:1:Hidden Fossil Found||
1180|Dancin' Hair-do's... and Hair-Don'ts|-1|0|200|200||8776:10:1:Dyed Feathers,8774:5:1:Boar Bristles,8775:1:1:Boar Bone|8819:1:0:Green Dancin' Feathers Merge,8822:1:0:Samba Hair|
1181|Samba, samba, samba-style!|-1|0|100|100||8777:3:1:Bolt of Cloth,8778:3:1:Shiny Metal,8779:10:1:Fallen Trollola Blossom|8821:1:0:Purple Dancin' Feathers Merge,8830:1:0:Samba Outfit!|
1182|Decorate the Dance Academy|-1|0|250|250|U|8780:10:1:Geode,8781:10:1:Tusks||
1183|Boar's Feet in Salted-Butter Sauce|-1|0|275|275||8784:12:1:Boar's Foot,8782:7:1:Quart of Rhison Milk,8783:1:1:Rhison Tears|8832:1:0:Boar's Feet recipe|
1184|Trollolola Terrine|-1|0|200|200||8785:15:1:Trollola Leaves,8786:10:1:Vulture Wing Meat,8787:1:1:River Water|8833:1:0:Trollola Recipe|
1185|Cooking Techniques: Practicuum|-1|0|150|150||8788:5:1:Blue Trollola Blossom,8789:7:1:Vulture Whipped,8790:7:1:Rhison Beaten||
1186|Ain't Gonna Paint, No Ingredients!|-1|0|150|150||8792:5:1:Blue Feathers,8793:5:1:Canvas Leather,8791:10:1:Red Trollola Blossom||
